ship_code,ship1,ship2,remarks,source_url
90AN,90AN,ALAZANI,ESPS,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
90AB,90AB,ALBA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
68AL,68AL,ALBACORA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32AL,32AL,ALBACORE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
77AB,77AB,ALBANIA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
09B7,09B7,ALBANY,COASTAL STATION,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
313Z,313Z,ALBANY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
90AL,90AL,ALBATROS,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
35A7,35A7,ALBATROS,(FALS)  08/30/1996,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
31V9,31V9,ALBATROSS,USN,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
31AF,31AF,ALBATROSS,USFC STEAMER 1882-1921,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
77AL,77AL,ALBATROSS,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
49PG,49PG,ALBATROSS,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
31AL,31AL,ALBATROSS II,1926-1948,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
31AB,31AB,ALBATROSS III,1948-2/20/59,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
31A4,31A4,ALBATROSS IV,2/27/63-present;WMVF,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
54BZ,54BZ,ALBERNI DAWN,ELAC5,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
46AL,46AL,ALBERT,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
35AH,35AH,ALBERT CHRISTINE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3158,3158,ALBERT DAVID,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
745U,745U,ALBERT EDWARD,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
54BK,54BK,ALBERTWILL,callSign D5NU,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
26AL,26AL,ALBORG BUGT L/V,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
26AB,26AB,ALBORG C/S,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
29LG,29LG,ALCALA GALIANO,USS JARVIS,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
20AL,20AL,ALCATRAZA II,(CB2683)  11/25/1991,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32A3,32A3,ALCHIBA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
18HH,18HH,ALCIDE C. HORTH,(VA6669)  U. OF QUEBEC AT RIMOUSKI UQAR,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32AS,32AS,ALCOA SEAPROBE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32AJ,32AJ,ALCONA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
31L2,31L2,ALCOR,callSign PCGV,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
48AL,48AL,ALDA MADRE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32A4,32A4,ALDEBARAN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
18AD,18AD,ALDER POINT,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
57VA,57VA,ALE ANDRO DE HUMBOLDT,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
65AH,65AH,ALEJERO HUMBOLDT,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
90BU,90BU,ALEKSANDR BORISOV,callSign UTNT,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
90A1,90A1,ALEKSANDR KOVALEVSKY,ICES REQUEST(not  same ship as other 'Kovalevskys),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
90W1,90W1,ALEKSANDR NEVSKY,"OCL REQUEST 19th cent ""Fregat"" type Hydromet Servc",https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
90ON,90ON,ALEKSANDR SMIRNOV,FORMERLY ORION,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
90JV,90JV,ALEKSANDR VLASOV,ICES REQUEST  20Nov65 to 27Nov75,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
06AA,06AA,ALEMANIA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
74AL,74AL,ALERT,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
61AL,61AL,ALERT,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
319L,319L,ALERT,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32AE,32AE,ALEUTIAN,(TUNA BOAT),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3298,3298,ALEUTIAN DEVELOPER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32LZ,32LZ,ALEUTIAN TERN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
35AX,35AX,ALEXANDRINE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
08AM,08AM,ALFEREZ MACKINLAY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
68AQ,68AQ,ALFONSO DE ALBERQUERQUE,(CTHD)  09/03/1979,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
18NE,18NE,ALFRED NEEDLER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
35FD,35FD,ALFRED VIEU,1930,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
90DS,90DS,ALGA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
903M,903M,ALGAMA,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
06JB,06JB,ALGENIB,OCL REQUEST  ship-of-opportunity,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
18GL,18GL,ALGERINE,1951-56,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
90JX,90JX,ALGINIB,ICES REQUEST  06Jul90 to 27Nov90,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
SVAB,SVAB,ALGOA BAY,J8FO,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
321Q,321Q,ALGOL,AKR-287 EX-EXCHANGE,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
18AQ,18AQ,ALGONQUIN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32QA,32QA,ALIANORA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
46AF,46AF,ALICE FREYMANN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
35AL,35AL,ALIDADE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
CUAL,CUAL,ALIOT,SRT-M-8005,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
35AY,35AY,ALIS,; callSign FHQB,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
74A3,74A3,ALISTER HARDY,OCL request; OCL code 7655,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
06AK,06AK,ALKOR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
36AL,36AL,ALKYONI,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32ZO,32ZO,ALL STAR SR,(TUNA BOAT),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32A5,32A5,ALLAGASH,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
9010,9010,ALLAID,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
09Y3,09Y3,ALLANWOOD,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
31AG,31AG,ALLEGHENY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
323A,323A,ALLEGIANCE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
321R,321R,ALLEN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
06A4,06A4,ALLIANCE,(DRMX) NATO SHIP SACLANT ITALY,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
09AL,09AL,ALLUNGA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
901E,901E,ALMA ATA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
90YL,90YL,ALMAR-212,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
48BB,48BB,ALMARE IV,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
68CA,68CA,ALMEIDA CARVALHO,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
08AB,08AB,ALMIRANTE BROWN,OCL REQUEST; callSign LOBK,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
14AC,14AC,ALMIRANTE CAMARA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
08AI,08AI,ALMIRANTE IRIZAR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
68AM,68AM,ALMIRANTE LACERDA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
29AL,29AL,ALMIRANTE LOBO,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
20AM,20AM,ALMIRANTE MONTT,callSign CCAM,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
22AP,22AP,ALMIRANTE PADIL,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
14AS,14AS,ALMIRANTE SALDANHA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
35AF,35AF,ALMORAVIDE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
MUAF,MUAF,ALMORAVIDE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
31HX,31HX,ALPHA HELIX,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
905R,905R,ALPHERAS,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
48AE,48AE,ALPINO,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
06AB,06AB,ALSTER EXPRESS,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
57AL,57AL,ALTAIR,FORMERLY GILLISS,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
90AF,90AF,ALTAIR,SRTM-80M,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
06AL,06AL,ALTAIR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32AO,32AO,ALTAMAHA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
06JC,06JC,ALTE LIEBE CUXHAVEN,OCL REQUEST coastal station 06-01-1947 to present,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
90UX,90UX,ALTFATER,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
36BB,36BB,ALTHEA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32LB,32LB,ALUMIAC,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3222,3222,ALUMIAK,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32K8,32K8,ALUMINIAK,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
68AV,68AV,ALVARES CABRAL,CTFK,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
26AV,26AV,ALVILDE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
31A5,31A5,ALVIN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
KUAW,KUAW,AL-WATTYAH,(9KJP),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
49A8,49A8,AMAGI MARU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32GZ,32GZ,AMAK,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
35AT,35AT,AMALTHEE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
49AQ,49AQ,AMAMI,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32LX,32LX,AMATULI,callSign WY2184,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
742A,742A,AMAZON,F-169,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
HOAM,HOAM,AMAZON,(HQFG8)  01/08/1990 TUG BOAT,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
55AM,55AM,AMBARIAKA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32AM,32AM,AMBASSADOR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
49WD,49WD,AMBASSADOR BRIDGE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
31AH,31AH,AMBROSE L/S,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
742L,742L,AMBUSCADE,F-172,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3114,3114,AMERICA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
49M8,49M8,AMERICA MARU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
BHAJ,BHAJ,AMERICA STAR,this shipname after 12/91; callsign C6JZ2,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32MM,32MM,AMERICAN ALTAIR,FORMERLY MORMAC,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
318K,318K,AMERICAN ARGO,FORMERLY MORMAC,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
31M5,31M5,AMERICAN BAY,FORMERLY MORMAC,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
318V,318V,AMERICAN CAPE,FORMERLY MORMAC,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
321S,321S,AMERICAN CHALLENGER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
321T,321T,AMERICAN CHAMPION,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
321U,321U,AMERICAN CHARGER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
321V,321V,AMERICAN CHIEFTAN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3295,3295,AMERICAN CORMORANT,callSign KGOP,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
321W,321W,AMERICAN CORSAIR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
321X,321X,AMERICAN COURIER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
323M,323M,AMERICAN DRACO,FORMERLY MORMAC,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
321Y,321Y,AMERICAN EAGLE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3196,3196,AMERICAN EXPLORER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
318H,318H,AMERICAN LAKE,FORMERLY MORMAC,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32AA,32AA,AMERICAN MAIL,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
321Z,321Z,AMERICAN MONARCH,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
318O,318O,AMERICAN PRIDE,FORMERLY MORMAC,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3211,3211,AMERICAN RACER,callSign KNDF,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3212,3212,AMERICAN RANGER,callSign KNKW,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32VX,32VX,AMERICAN RAPID,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3296,3296,AMERICAN RELIANCE,callSign KNKX,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
312M,312M,AMERICAN RESERVIST,FORMERLY MORMAC LYNX < 1983,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32MR,32MR,AMERICAN RIGEL,FORMERLY MORMAC,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32WU,32WU,AMERICAN SPITFIRE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32WV,32WV,AMERICAN TITAN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3183,3183,AMERICAN TRADE,FORMERLY MORMAC,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3213,3213,AMERICAN TRADER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
3214,3214,AMERICAN TROJAN,AK-1010,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32MV,32MV,AMERICAN VEGA,FORMERLY MORMAC,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32QP,32QP,AMERICAN VETERAN,callSign WEZT,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32VO,32VO,AMERICAN VIKING,callSign WYX2824,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32AP,32AP,AMETHYST,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
904L,904L,AMETIST,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
58MM,58MM,AMI F/S,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32A6,32A6,AMICK,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
32AI,32AI,AMIGO,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
35BJ,35BJ,AMIRAL CHARNER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
35AM,35AM,AMIRAL MOUCHEZ,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
18AM,18AM,AMLAC,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
31N2,31N2,AMMEN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/308-shipcode1
